,name,pt_cut,met_cut,eff
281,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,85,120,0.01497194622529863
282,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,90,120,0.015067002536157378
283,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,95,120,0.01520628140051711
284,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,100,120,0.015411041439357093
285,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,105,120,0.015708185943473757
286,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,110,120,0.01612696141818215
287,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,115,120,0.016700301526626937
288,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,120,120,0.01745452740762798
289,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,125,120,0.018416601647387797
290,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,80,125,0.016644423621167807
291,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,85,125,0.01668326929462549
292,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,90,125,0.016747459548004304
293,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,95,125,0.016843627725655282
294,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,100,125,0.016984020436842336
295,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,105,125,0.017202249938860357
296,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,110,125,0.017518779015322082
297,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,115,125,0.01796532595036932
298,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,120,125,0.018577699365600883
299,sig_2018_Mchi-99p0_dMchi-18p0_ctau-1,125,125,0.0193843525229421
300,sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,80,80,0.005145103588963809
301,sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,85,80,0.00549366640946502
302,sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,90,80,0.005939333638917191
303,sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,95,80,0.006474116557778057
304,sig_2018_Mchi-99p0_dMchi-18p0_ctau-10,100,80,0.007099823413316713
